Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6752174,-,b'South Australia',b'Australia',-27.26,135.07,9,162,9,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,DNI,GHI,DHI
2020,1,1,0,0,23.6,0,0,0
2020,1,1,0,10,23.5,0,0,0
2020,1,1,0,20,23.400000000000002,0,0,0
2020,1,1,0,30,23.3,0,0,0
2020,1,1,0,40,23.200000000000003,0,0,0
2020,1,1,0,50,23.1,0,0,0
2020,1,1,1,0,23,0,0,0
2020,1,1,1,10,22.900000000000002,0,0,0
2020,1,1,1,20,22.8,0,0,0
2020,1,1,1,30,22.700000000000003,0,0,0
2020,1,1,1,40,22.6,0,0,0
2020,1,1,1,50,22.5,0,0,0
2020,1,1,2,0,22.400000000000002,0,0,0
2020,1,1,2,10,22.3,0,0,0
2020,1,1,2,20,22.1,0,0,0
2020,1,1,2,30,22,0,0,0
2020,1,1,2,40,21.900000000000002,0,0,0
2020,1,1,2,50,21.8,0,0,0
2020,1,1,3,0,21.700000000000003,0,0,0
2020,1,1,3,10,21.6,0,0,0
2020,1,1,3,20,21.400000000000002,0,0,0
2020,1,1,3,30,21.3,0,0,0
2020,1,1,3,40,21.1,0,0,0
2020,1,1,3,50,21,0,0,0
2020,1,1,4,0,20.900000000000002,0,0,0
2020,1,1,4,10,20.900000000000002,0,0,0
2020,1,1,4,20,21,0,0,0
2020,1,1,4,30,21,0,0,0
2020,1,1,4,40,21,0,0,0
2020,1,1,4,50,21.1,0,0,0
2020,1,1,5,0,21.1,0,0,0
2020,1,1,5,10,21.700000000000003,0,0,0
2020,1,1,5,20,22.3,97,18,15
2020,1,1,5,30,22.900000000000002,211,39,25
2020,1,1,5,40,23.5,292,64,36
2020,1,1,5,50,24,381,95,44
2020,1,1,6,0,24.6,456,129,52
2020,1,1,6,10,25.3,521,165,58
2020,1,1,6,20,26,575,203,64
2020,1,1,6,30,26.700000000000003,622,241,70
2020,1,1,6,40,27.400000000000002,648,279,77
2020,1,1,6,50,28.1,682,318,82
2020,1,1,7,0,28.700000000000003,714,358,86
2020,1,1,7,10,29.5,742,398,90
2020,1,1,7,20,30.200000000000003,768,438,94
2020,1,1,7,30,30.900000000000002,790,478,97
2020,1,1,7,40,31.6,803,517,103
2020,1,1,7,50,32.300000000000004,821,556,106
2020,1,1,8,0,33.1,838,594,109
2020,1,1,8,10,33.1,853,632,112
2020,1,1,8,20,33.1,867,669,115
2020,1,1,8,30,33.1,880,705,117
2020,1,1,8,40,33.1,892,741,120
2020,1,1,8,50,33.1,902,775,122
2020,1,1,9,0,33,968,827,100
2020,1,1,9,10,33.300000000000004,976,859,102
2020,1,1,9,20,33.7,983,889,103
2020,1,1,9,30,34,989,918,105
2020,1,1,9,40,34.4,995,946,106
2020,1,1,9,50,34.7,1001,971,107
2020,1,1,10,0,35.1,1006,996,108
2020,1,1,10,10,35.4,1010,1018,109
2020,1,1,10,20,35.6,1014,1039,110
2020,1,1,10,30,35.9,1018,1058,111
2020,1,1,10,40,36.2,1021,1075,111
2020,1,1,10,50,36.5,1024,1091,112
2020,1,1,11,0,36.800000000000004,1026,1104,112
2020,1,1,11,10,37,1028,1116,113
2020,1,1,11,20,37.2,1030,1125,113
2020,1,1,11,30,37.5,1031,1133,113
2020,1,1,11,40,37.7,1032,1139,113
2020,1,1,11,50,37.9,1033,1142,113
2020,1,1,12,0,38.1,1033,1144,113
2020,1,1,12,10,38.300000000000004,1033,1143,113
2020,1,1,12,20,38.400000000000006,1033,1141,113
2020,1,1,12,30,38.6,1032,1136,113
2020,1,1,12,40,38.7,1032,1130,112
2020,1,1,12,50,38.800000000000004,1030,1122,112
2020,1,1,13,0,39,1028,1111,112
2020,1,1,13,10,39,1026,1099,111
2020,1,1,13,20,39.1,1024,1085,111
2020,1,1,13,30,39.2,1021,1069,110
2020,1,1,13,40,39.2,1018,1051,109
2020,1,1,13,50,39.300000000000004,1015,1031,108
2020,1,1,14,0,39.400000000000006,1011,1009,107
2020,1,1,14,10,39.300000000000004,1006,986,106
2020,1,1,14,20,39.300000000000004,1001,961,105
2020,1,1,14,30,39.300000000000004,995,935,104
2020,1,1,14,40,39.300000000000004,990,907,102
2020,1,1,14,50,39.300000000000004,983,877,101
2020,1,1,15,0,39.2,976,846,100
2020,1,1,15,10,39.1,968,814,98
2020,1,1,15,20,39,962,783,97
2020,1,1,15,30,38.900000000000006,953,748,95
2020,1,1,15,40,38.800000000000004,942,712,93
2020,1,1,15,50,38.7,931,675,91
2020,1,1,16,0,38.6,918,638,89
2020,1,1,16,10,38.400000000000006,904,599,87
2020,1,1,16,20,38.2,889,560,84
2020,1,1,16,30,38.1,872,520,82
2020,1,1,16,40,37.9,853,480,79
2020,1,1,16,50,37.7,832,439,76
2020,1,1,17,0,37.5,808,398,73
2020,1,1,17,10,37,781,357,70
2020,1,1,17,20,36.4,751,316,67
2020,1,1,17,30,35.9,716,276,63
2020,1,1,17,40,35.4,677,236,59
2020,1,1,17,50,34.9,631,197,54
2020,1,1,18,0,34.300000000000004,577,159,49
2020,1,1,18,10,33.800000000000004,512,123,43
2020,1,1,18,20,33.300000000000004,434,89,36
2020,1,1,18,30,32.7,340,58,29
2020,1,1,18,40,32.2,229,32,20
2020,1,1,18,50,31.6,101,13,11
2020,1,1,19,0,31.1,0,0,0
2020,1,1,19,10,30.900000000000002,0,0,0
2020,1,1,19,20,30.700000000000003,0,0,0
2020,1,1,19,30,30.5,0,0,0
2020,1,1,19,40,30.3,0,0,0
2020,1,1,19,50,30.200000000000003,0,0,0
2020,1,1,20,0,30,0,0,0
2020,1,1,20,10,29.8,0,0,0
2020,1,1,20,20,29.6,0,0,0
2020,1,1,20,30,29.400000000000002,0,0,0
2020,1,1,20,40,29.200000000000003,0,0,0
2020,1,1,20,50,29.1,0,0,0
2020,1,1,21,0,28.900000000000002,0,0,0
2020,1,1,21,10,28.700000000000003,0,0,0
2020,1,1,21,20,28.5,0,0,0
2020,1,1,21,30,28.3,0,0,0
2020,1,1,21,40,28.1,0,0,0
2020,1,1,21,50,28,0,0,0
2020,1,1,22,0,27.8,0,0,0
2020,1,1,22,10,27.6,0,0,0
2020,1,1,22,20,27.400000000000002,0,0,0
2020,1,1,22,30,27.3,0,0,0
2020,1,1,22,40,27.1,0,0,0
2020,1,1,22,50,26.900000000000002,0,0,0
2020,1,1,23,0,26.8,0,0,0
2020,1,1,23,10,26.6,0,0,0
2020,1,1,23,20,26.5,0,0,0
2020,1,1,23,30,26.3,0,0,0
2020,1,1,23,40,26.200000000000003,0,0,0
2020,1,1,23,50,26,0,0,0
2020,1,2,0,0,25.8,0,0,0
2020,1,2,0,10,25.700000000000003,0,0,0
2020,1,2,0,20,25.6,0,0,0
2020,1,2,0,30,25.5,0,0,0
2020,1,2,0,40,25.3,0,0,0
2020,1,2,0,50,25.200000000000003,0,0,0
2020,1,2,1,0,25.1,0,0,0
2020,1,2,1,10,24.900000000000002,0,0,0
2020,1,2,1,20,24.8,0,0,0
2020,1,2,1,30,24.700000000000003,0,0,0
2020,1,2,1,40,24.6,0,0,0
2020,1,2,1,50,24.5,0,0,0
2020,1,2,2,0,24.400000000000002,0,0,0
2020,1,2,2,10,24.200000000000003,0,0,0
2020,1,2,2,20,24.1,0,0,0
2020,1,2,2,30,24,0,0,0
2020,1,2,2,40,23.900000000000002,0,0,0
2020,1,2,2,50,23.8,0,0,0
2020,1,2,3,0,23.700000000000003,0,0,0
2020,1,2,3,10,23.6,0,0,0
2020,1,2,3,20,23.5,0,0,0
2020,1,2,3,30,23.400000000000002,0,0,0
2020,1,2,3,40,23.3,0,0,0
2020,1,2,3,50,23.200000000000003,0,0,0
2020,1,2,4,0,23.1,0,0,0
2020,1,2,4,10,23.200000000000003,0,0,0
2020,1,2,4,20,23.3,0,0,0
2020,1,2,4,30,23.400000000000002,0,0,0
2020,1,2,4,40,23.5,0,0,0
2020,1,2,4,50,23.6,0,0,0
2020,1,2,5,0,23.700000000000003,0,0,0
2020,1,2,5,10,24.200000000000003,0,0,0
2020,1,2,5,20,24.8,123,18,14
2020,1,2,5,30,25.3,240,39,24
2020,1,2,5,40,25.900000000000002,336,66,33
2020,1,2,5,50,26.400000000000002,420,97,41
2020,1,2,6,0,26.900000000000002,493,131,48
2020,1,2,6,10,27.6,555,167,54
2020,1,2,6,20,28.200000000000003,607,205,60
2020,1,2,6,30,28.8,652,244,65
2020,1,2,6,40,29.5,688,283,70
2020,1,2,6,50,30.1,722,323,74
2020,1,2,7,0,30.700000000000003,752,364,78
2020,1,2,7,10,31.400000000000002,779,405,82
2020,1,2,7,20,32.1,803,445,85
2020,1,2,7,30,32.9,824,485,88
2020,1,2,7,40,33.6,841,524,92
2020,1,2,7,50,34.300000000000004,858,564,95
2020,1,2,8,0,35,874,603,97
2020,1,2,8,10,35,888,641,100
2020,1,2,8,20,35,901,678,102
2020,1,2,8,30,35,913,714,104
2020,1,2,8,40,35,924,750,106
2020,1,2,8,50,35,934,784,108
2020,1,2,9,0,37.1,942,817,111
2020,1,2,9,10,37.4,950,848,113
2020,1,2,9,20,37.7,958,879,114
2020,1,2,9,30,38,965,908,116
2020,1,2,9,40,38.300000000000004,971,935,117
2020,1,2,9,50,38.5,977,961,119
2020,1,2,10,0,38.800000000000004,982,985,120
2020,1,2,10,10,39.1,987,1008,121
2020,1,2,10,20,39.300000000000004,991,1029,122
2020,1,2,10,30,39.5,995,1048,123
2020,1,2,10,40,39.7,999,1066,123
2020,1,2,10,50,40,1002,1081,124
2020,1,2,11,0,40.2,1004,1095,124
2020,1,2,11,10,40.400000000000006,1006,1106,125
2020,1,2,11,20,40.6,1008,1116,125
2020,1,2,11,30,40.7,1009,1124,126
2020,1,2,11,40,40.900000000000006,1012,1130,125
2020,1,2,11,50,41.1,1012,1133,125
2020,1,2,12,0,41.300000000000004,1013,1135,125
2020,1,2,12,10,41.400000000000006,1013,1135,125
2020,1,2,12,20,41.6,1012,1132,125
2020,1,2,12,30,41.7,1011,1128,125
2020,1,2,12,40,41.800000000000004,1012,1122,124
2020,1,2,12,50,42,1010,1114,123
2020,1,2,13,0,42.1,1009,1103,123
2020,1,2,13,10,42.1,1006,1091,122
2020,1,2,13,20,42.2,1004,1077,122
2020,1,2,13,30,42.300000000000004,1001,1061,121
2020,1,2,13,40,42.300000000000004,999,1044,119
2020,1,2,13,50,42.400000000000006,995,1024,118
2020,1,2,14,0,42.400000000000006,991,1002,117
2020,1,2,14,10,42.400000000000006,986,979,116
2020,1,2,14,20,42.400000000000006,981,954,115
2020,1,2,14,30,42.400000000000006,975,928,113
2020,1,2,14,40,42.300000000000004,970,900,111
2020,1,2,14,50,42.300000000000004,963,871,110
2020,1,2,15,0,42.300000000000004,955,841,109
2020,1,2,15,10,42.2,947,808,107
2020,1,2,15,20,42.1,938,775,105
2020,1,2,15,30,42,928,740,103
2020,1,2,15,40,41.900000000000006,919,705,100
2020,1,2,15,50,41.800000000000004,907,668,98
2020,1,2,16,0,41.7,893,630,96
2020,1,2,16,10,41.5,879,592,93
2020,1,2,16,20,41.300000000000004,863,553,91
2020,1,2,16,30,41.1,845,513,88
2020,1,2,16,40,40.900000000000006,828,474,84
2020,1,2,16,50,40.7,809,435,81
2020,1,2,17,0,40.5,785,394,78
2020,1,2,17,10,40,757,353,74
2020,1,2,17,20,39.400000000000006,726,313,71
2020,1,2,17,30,38.900000000000006,691,273,66
2020,1,2,17,40,38.300000000000004,651,233,62
2020,1,2,17,50,37.800000000000004,604,194,57
2020,1,2,18,0,37.2,549,157,51
2020,1,2,18,10,36.7,485,121,45
2020,1,2,18,20,36.300000000000004,407,87,38
2020,1,2,18,30,35.800000000000004,314,57,30
2020,1,2,18,40,35.300000000000004,204,31,20
2020,1,2,18,50,34.800000000000004,85,12,11
2020,1,2,19,0,34.300000000000004,0,0,0
2020,1,2,19,10,34.1,0,0,0
2020,1,2,19,20,34,0,0,0
2020,1,2,19,30,33.9,0,0,0
2020,1,2,19,40,33.7,0,0,0
2020,1,2,19,50,33.6,0,0,0
2020,1,2,20,0,33.5,0,0,0
2020,1,2,20,10,33.300000000000004,0,0,0
2020,1,2,20,20,33.2,0,0,0
2020,1,2,20,30,33,0,0,0
2020,1,2,20,40,32.9,0,0,0
2020,1,2,20,50,32.7,0,0,0
2020,1,2,21,0,32.6,0,0,0
2020,1,2,21,10,32.4,0,0,0
2020,1,2,21,20,32.300000000000004,0,0,0
2020,1,2,21,30,32.1,0,0,0
2020,1,2,21,40,31.900000000000002,0,0,0
2020,1,2,21,50,31.700000000000003,0,0,0
2020,1,2,22,0,31.6,0,0,0
2020,1,2,22,10,31.400000000000002,0,0,0
2020,1,2,22,20,31.200000000000003,0,0,0
2020,1,2,22,30,31,0,0,0
2020,1,2,22,40,30.8,0,0,0
2020,1,2,22,50,30.6,0,0,0
2020,1,2,23,0,30.5,0,0,0
2020,1,2,23,10,30.3,0,0,0
2020,1,2,23,20,30.1,0,0,0
2020,1,2,23,30,29.900000000000002,0,0,0
2020,1,2,23,40,29.700000000000003,0,0,0
2020,1,2,23,50,29.5,0,0,0
2020,1,3,0,0,29.400000000000002,0,0,0
2020,1,3,0,10,29.200000000000003,0,0,0
2020,1,3,0,20,29,0,0,0
2020,1,3,0,30,28.900000000000002,0,0,0
2020,1,3,0,40,28.700000000000003,0,0,0
2020,1,3,0,50,28.6,0,0,0
2020,1,3,1,0,28.400000000000002,0,0,0
2020,1,3,1,10,28.3,0,0,0
2020,1,3,1,20,28.1,0,0,0
2020,1,3,1,30,28,0,0,0
2020,1,3,1,40,27.900000000000002,0,0,0
2020,1,3,1,50,27.700000000000003,0,0,0
2020,1,3,2,0,27.6,0,0,0
2020,1,3,2,10,27.5,0,0,0
2020,1,3,2,20,27.400000000000002,0,0,0
2020,1,3,2,30,27.3,0,0,0
2020,1,3,2,40,27.1,0,0,0
2020,1,3,2,50,27,0,0,0
2020,1,3,3,0,26.900000000000002,0,0,0
2020,1,3,3,10,26.8,0,0,0
2020,1,3,3,20,26.700000000000003,0,0,0
2020,1,3,3,30,26.6,0,0,0
2020,1,3,3,40,26.5,0,0,0
2020,1,3,3,50,26.400000000000002,0,0,0
2020,1,3,4,0,26.3,0,0,0
2020,1,3,4,10,26.400000000000002,0,0,0
2020,1,3,4,20,26.5,0,0,0
2020,1,3,4,30,26.6,0,0,0
2020,1,3,4,40,26.700000000000003,0,0,0
2020,1,3,4,50,26.8,0,0,0
2020,1,3,5,0,26.900000000000002,0,0,0
2020,1,3,5,10,27.400000000000002,0,0,0
2020,1,3,5,20,27.900000000000002,64,15,13
2020,1,3,5,30,28.5,161,34,24
2020,1,3,5,40,29,259,60,35
2020,1,3,5,50,29.5,345,90,45
2020,1,3,6,0,30,419,123,53
2020,1,3,6,10,30.700000000000003,484,159,61
2020,1,3,6,20,31.3,536,195,68
2020,1,3,6,30,31.900000000000002,584,233,74
2020,1,3,6,40,32.6,623,272,80
2020,1,3,6,50,33.2,659,311,85
2020,1,3,7,0,33.9,692,351,90
2020,1,3,7,10,34.7,721,391,94
2020,1,3,7,20,35.6,747,431,98
2020,1,3,7,30,36.5,770,471,102
2020,1,3,7,40,37.4,784,509,107
2020,1,3,7,50,38.300000000000004,801,547,111
2020,1,3,8,0,39.2,818,585,114
2020,1,3,8,10,39.2,834,623,117
2020,1,3,8,20,39.2,848,660,119
2020,1,3,8,30,39.2,861,696,122
2020,1,3,8,40,39.2,873,731,125
2020,1,3,8,50,39.2,884,765,127
2020,1,3,9,0,41.800000000000004,887,796,133
2020,1,3,9,10,42.2,896,828,135
2020,1,3,9,20,42.5,902,856,137
2020,1,3,9,30,42.800000000000004,910,884,138
2020,1,3,9,40,43.2,910,910,145
2020,1,3,9,50,43.5,916,936,146
2020,1,3,10,0,43.800000000000004,922,960,148
2020,1,3,10,10,44.1,928,982,149
2020,1,3,10,20,44.300000000000004,932,1003,150
2020,1,3,10,30,44.6,937,1022,151
2020,1,3,10,40,44.800000000000004,933,1037,157
2020,1,3,10,50,45.1,937,1053,158
2020,1,3,11,0,45.300000000000004,939,1066,159
2020,1,3,11,10,45.5,942,1078,160
2020,1,3,11,20,45.6,944,1088,160
2020,1,3,11,30,45.800000000000004,946,1095,161
2020,1,3,11,40,46,940,1099,166
2020,1,3,11,50,46.1,941,1103,166
2020,1,3,12,0,46.300000000000004,941,1105,166
2020,1,3,12,10,46.400000000000006,941,1104,166
2020,1,3,12,20,46.400000000000006,941,1102,166
2020,1,3,12,30,46.5,940,1098,166
2020,1,3,12,40,46.6,932,1090,170
2020,1,3,12,50,46.6,931,1082,169
2020,1,3,13,0,46.7,928,1072,169
2020,1,3,13,10,46.7,926,1060,168
2020,1,3,13,20,46.7,923,1046,167
2020,1,3,13,30,46.7,919,1030,166
2020,1,3,13,40,46.7,908,1010,169
2020,1,3,13,50,46.7,904,991,168
2020,1,3,14,0,46.7,898,970,166
2020,1,3,14,10,46.6,892,947,165
2020,1,3,14,20,46.6,886,922,163
2020,1,3,14,30,46.5,879,896,161
2020,1,3,14,40,46.400000000000006,863,866,164
2020,1,3,14,50,46.300000000000004,854,837,161
2020,1,3,15,0,46.300000000000004,845,807,159
2020,1,3,15,10,46.1,832,773,156
2020,1,3,15,20,46,820,740,153
2020,1,3,15,30,45.900000000000006,808,706,150
2020,1,3,15,40,45.7,784,668,152
2020,1,3,15,50,45.6,768,632,148
2020,1,3,16,0,45.5,752,596,145
2020,1,3,16,10,45.2,734,558,141
2020,1,3,16,20,45,714,520,137
2020,1,3,16,30,44.800000000000004,692,482,133
2020,1,3,16,40,44.6,655,441,132
2020,1,3,16,50,44.400000000000006,628,402,127
2020,1,3,17,0,44.2,598,363,121
2020,1,3,17,10,43.5,565,324,115
2020,1,3,17,20,42.900000000000006,528,284,108
2020,1,3,17,30,42.2,486,246,101
2020,1,3,17,40,41.6,425,207,95
2020,1,3,17,50,40.900000000000006,373,171,85
2020,1,3,18,0,40.300000000000004,315,136,75
2020,1,3,18,10,39.800000000000004,251,103,63
2020,1,3,18,20,39.300000000000004,181,73,50
2020,1,3,18,30,38.800000000000004,109,45,36
2020,1,3,18,40,38.300000000000004,39,23,20
2020,1,3,18,50,37.9,5,7,7
2020,1,3,19,0,37.4,0,0,0
2020,1,3,19,10,37.2,0,0,0
2020,1,3,19,20,37,0,0,0
2020,1,3,19,30,36.9,0,0,0
2020,1,3,19,40,36.7,0,0,0
2020,1,3,19,50,36.6,0,0,0
2020,1,3,20,0,36.4,0,0,0
2020,1,3,20,10,36.300000000000004,0,0,0
2020,1,3,20,20,36.1,0,0,0
2020,1,3,20,30,36,0,0,0
2020,1,3,20,40,35.9,0,0,0
2020,1,3,20,50,35.7,0,0,0
2020,1,3,21,0,35.6,0,0,0
2020,1,3,21,10,35.4,0,0,0
2020,1,3,21,20,35.2,0,0,0
2020,1,3,21,30,35,0,0,0
2020,1,3,21,40,34.800000000000004,0,0,0
2020,1,3,21,50,34.6,0,0,0
2020,1,3,22,0,34.4,0,0,0
2020,1,3,22,10,34.1,0,0,0
2020,1,3,22,20,33.800000000000004,0,0,0
2020,1,3,22,30,33.5,0,0,0
2020,1,3,22,40,33.2,0,0,0
2020,1,3,22,50,32.9,0,0,0
2020,1,3,23,0,32.6,0,0,0
2020,1,3,23,10,32.2,0,0,0
2020,1,3,23,20,31.8,0,0,0
2020,1,3,23,30,31.400000000000002,0,0,0
2020,1,3,23,40,31,0,0,0
2020,1,3,23,50,30.6,0,0,0
2020,1,4,0,0,30.200000000000003,0,0,0
2020,1,4,0,10,29.900000000000002,0,0,0
2020,1,4,0,20,29.6,0,0,0
2020,1,4,0,30,29.3,0,0,0
2020,1,4,0,40,28.900000000000002,0,0,0
2020,1,4,0,50,28.6,0,0,0
2020,1,4,1,0,28.3,0,0,0
2020,1,4,1,10,28.1,0,0,0
2020,1,4,1,20,27.900000000000002,0,0,0
2020,1,4,1,30,27.700000000000003,0,0,0
2020,1,4,1,40,27.5,0,0,0
2020,1,4,1,50,27.3,0,0,0
2020,1,4,2,0,27.1,0,0,0
2020,1,4,2,10,26.900000000000002,0,0,0
2020,1,4,2,20,26.700000000000003,0,0,0
2020,1,4,2,30,26.5,0,0,0
2020,1,4,2,40,26.3,0,0,0
2020,1,4,2,50,26.1,0,0,0
2020,1,4,3,0,25.900000000000002,0,0,0
2020,1,4,3,10,25.700000000000003,0,0,0
2020,1,4,3,20,25.6,0,0,0
2020,1,4,3,30,25.400000000000002,0,0,0
2020,1,4,3,40,25.200000000000003,0,0,0
2020,1,4,3,50,25.1,0,0,0
2020,1,4,4,0,24.900000000000002,0,0,0
2020,1,4,4,10,24.8,0,0,0
2020,1,4,4,20,24.700000000000003,0,0,0
2020,1,4,4,30,24.6,0,0,0
2020,1,4,4,40,24.5,0,0,0
2020,1,4,4,50,24.400000000000002,0,0,0
2020,1,4,5,0,24.3,0,0,0
2020,1,4,5,10,24.5,0,0,0
2020,1,4,5,20,24.6,1,6,5
2020,1,4,5,30,24.700000000000003,15,19,19
2020,1,4,5,40,24.8,0,22,22
2020,1,4,5,50,24.900000000000002,96,67,54
2020,1,4,6,0,25,147,96,72
2020,1,4,6,10,25.3,197,127,88
2020,1,4,6,20,25.6,246,160,102
2020,1,4,6,30,25.8,292,194,115
2020,1,4,6,40,26.1,336,230,127
2020,1,4,6,50,26.3,374,266,138
2020,1,4,7,0,26.6,411,303,149
2020,1,4,7,10,26.900000000000002,265,277,168
2020,1,4,7,20,27.3,474,377,167
2020,1,4,7,30,27.6,501,414,174
2020,1,4,7,40,27.900000000000002,351,387,208
2020,1,4,7,50,28.3,554,489,188
2020,1,4,8,0,28.6,575,524,194
2020,1,4,8,10,28.6,595,561,200
2020,1,4,8,20,28.6,614,596,206
2020,1,4,8,30,28.6,631,631,211
2020,1,4,8,40,28.6,647,664,216
2020,1,4,8,50,28.6,661,697,221
2020,1,4,9,0,30.8,688,731,217
2020,1,4,9,10,31.1,700,761,221
2020,1,4,9,20,31.5,711,791,225
2020,1,4,9,30,31.900000000000002,722,819,228
2020,1,4,9,40,32.2,741,848,225
2020,1,4,9,50,32.6,748,871,227
2020,1,4,10,0,33,756,895,230
2020,1,4,10,10,33.300000000000004,763,917,232
2020,1,4,10,20,33.6,769,937,234
2020,1,4,10,30,33.9,775,956,236
2020,1,4,10,40,34.300000000000004,783,973,236
2020,1,4,10,50,34.6,787,989,237
2020,1,4,11,0,34.9,791,1002,238
2020,1,4,11,10,35.2,794,1013,240
2020,1,4,11,20,35.4,797,1023,240
2020,1,4,11,30,35.7,799,1030,241
2020,1,4,11,40,36,805,1037,238
2020,1,4,11,50,36.300000000000004,806,1041,239
2020,1,4,12,0,36.5,807,1043,239
2020,1,4,12,10,36.7,806,1043,239
2020,1,4,12,20,36.9,806,1041,239
2020,1,4,12,30,37.1,806,1038,239
2020,1,4,12,40,37.300000000000004,808,1033,236
2020,1,4,12,50,37.5,806,1025,235
2020,1,4,13,0,37.7,803,1015,234
2020,1,4,13,10,37.800000000000004,286,781,505
2020,1,4,13,20,37.9,796,990,232
2020,1,4,13,30,37.9,792,975,230
2020,1,4,13,40,38,793,959,224
2020,1,4,13,50,38.1,788,940,223
2020,1,4,14,0,38.2,781,920,221
2020,1,4,14,10,38.2,775,898,218
2020,1,4,14,20,38.2,406,740,391
2020,1,4,14,30,38.2,367,709,401
2020,1,4,14,40,38.2,306,650,401
2020,1,4,14,50,38.2,426,683,345
2020,1,4,15,0,38.2,489,680,304
2020,1,4,15,10,38.1,579,689,259
2020,1,4,15,20,38,457,618,291
2020,1,4,15,30,37.9,324,540,317
2020,1,4,15,40,37.800000000000004,467,567,259
2020,1,4,15,50,37.7,685,604,172
2020,1,4,16,0,37.6,669,570,168
2020,1,4,16,10,37.4,650,533,163
2020,1,4,16,20,37.2,629,496,158
2020,1,4,16,30,37,606,458,152
2020,1,4,16,40,36.800000000000004,384,364,182
2020,1,4,16,50,36.6,44,199,179
2020,1,4,17,0,36.4,283,278,164
2020,1,4,17,10,36.1,507,309,121
2020,1,4,17,20,35.800000000000004,470,271,113
2020,1,4,17,30,35.5,429,234,105
2020,1,4,17,40,35.2,206,157,102
2020,1,4,17,50,34.9,182,129,87
2020,1,4,18,0,34.6,158,103,73
2020,1,4,18,10,34.300000000000004,133,79,58
2020,1,4,18,20,33.9,108,58,44
2020,1,4,18,30,33.6,79,38,31
2020,1,4,18,40,33.2,24,21,20
2020,1,4,18,50,32.9,0,6,6
2020,1,4,19,0,32.5,0,0,0
2020,1,4,19,10,32.1,0,0,0
2020,1,4,19,20,31.700000000000003,0,0,0
2020,1,4,19,30,31.400000000000002,0,0,0
2020,1,4,19,40,31,0,0,0
2020,1,4,19,50,30.6,0,0,0
2020,1,4,20,0,30.200000000000003,0,0,0
2020,1,4,20,10,29.700000000000003,0,0,0
2020,1,4,20,20,29.3,0,0,0
2020,1,4,20,30,28.8,0,0,0
2020,1,4,20,40,28.3,0,0,0
2020,1,4,20,50,27.900000000000002,0,0,0
2020,1,4,21,0,27.400000000000002,0,0,0
2020,1,4,21,10,27,0,0,0
2020,1,4,21,20,26.6,0,0,0
2020,1,4,21,30,26.3,0,0,0
2020,1,4,21,40,25.900000000000002,0,0,0
2020,1,4,21,50,25.5,0,0,0
2020,1,4,22,0,25.1,0,0,0
2020,1,4,22,10,24.900000000000002,0,0,0
2020,1,4,22,20,24.6,0,0,0
2020,1,4,22,30,24.400000000000002,0,0,0
2020,1,4,22,40,24.1,0,0,0
2020,1,4,22,50,23.900000000000002,0,0,0
2020,1,4,23,0,23.6,0,0,0
2020,1,4,23,10,23.5,0,0,0
2020,1,4,23,20,23.3,0,0,0
2020,1,4,23,30,23.1,0,0,0
2020,1,4,23,40,23,0,0,0
2020,1,4,23,50,22.8,0,0,0
2020,1,5,0,0,22.700000000000003,0,0,0
2020,1,5,0,10,22.5,0,0,0
2020,1,5,0,20,22.400000000000002,0,0,0
2020,1,5,0,30,22.3,0,0,0
2020,1,5,0,40,22.200000000000003,0,0,0
2020,1,5,0,50,22.1,0,0,0
2020,1,5,1,0,22,0,0,0
2020,1,5,1,10,21.900000000000002,0,0,0
2020,1,5,1,20,21.900000000000002,0,0,0
2020,1,5,1,30,21.8,0,0,0
2020,1,5,1,40,21.700000000000003,0,0,0
2020,1,5,1,50,21.6,0,0,0
2020,1,5,2,0,21.5,0,0,0
2020,1,5,2,10,21.5,0,0,0
2020,1,5,2,20,21.5,0,0,0
2020,1,5,2,30,21.400000000000002,0,0,0
2020,1,5,2,40,21.400000000000002,0,0,0
2020,1,5,2,50,21.3,0,0,0
2020,1,5,3,0,21.3,0,0,0
2020,1,5,3,10,21.3,0,0,0
2020,1,5,3,20,21.200000000000003,0,0,0
